Time-Course Task

Problem Description:
    AutomaticStepSize: 0
    StepNumber: 1000
    StepSize: 0.25
    Duration: 250
    TimeSeriesRequested: 1
    OutputStartTime: 0
    Output Event: 0
    Start in Steady State: 0
    Use Values: 0
    Values: 

Method: Deterministic (LSODA)
    Integrate Reduced Model: 0
    Relative Tolerance: 1e-06
    Absolute Tolerance: 1e-12
    Max Internal Steps: 100000
    Max Internal Step Size: 0


Time-Course Result:

# Time	EpoRJAK2	EpoRpJAK2	STAT5	CIS	SOCS3	p12EpoRpJAK2	SHP1	CISRNA	SOCS3RNA	CISnRNA1	CISnRNA3	SOCS3nRNA1	SOCS3nRNA3	npSTAT5	CISnRNA4	p2EpoRpJAK2	SOCS3nRNA4	EpoRJAK2_CIS	SOCS3nRNA2	CISnRNA2	CISnRNA5	SOCS3nRNA5	pSTAT5	p1EpoRpJAK2	SHP1Act	
75	3.74362	0.126287	57.7938	14.9791	9.457	0.0242297	26.5721	0.135992	0.0544592	992.765	1228.41	0.00100856	0.00104128	10.1445	1319.58	0.0658178	0.0010581	1.85358e-30	0.00102477	1113.42	1366.3	0.00107522	14.9854	0.0162698	0.153034	
75.25	3.74386	0.126221	57.8813	15.0711	9.47144	0.0241686	26.572	0.135821	0.0545424	988.641	1224.24	0.00100433	0.0010369	10.1022	1316.27	0.0657225	0.00105364	-7.18088e-30	0.00102046	1109.06	1364.58	0.00107067	14.9269	0.0162503	0.15311	
75.5	3.7441	0.126156	57.9683	15.1627	9.4857	0.0241083	26.5719	0.135644	0.0546245	984.534	1220.07	0.00100013	0.00103254	10.06	1312.92	0.0656284	0.00104919	-1.96629e-29	0.00101618	1104.71	1362.8	0.00106615	14.8689	0.016231	0.153186	
75.75	3.74433	0.126092	58.0548	15.254	9.49979	0.0240488	26.5718	0.135461	0.0547056	980.443	1215.89	0.000995948	0.00102819	10.0181	1309.55	0.0655352	0.00104477	-3.63751e-29	0.00101192	1100.36	1360.97	0.00106165	14.8113	0.0162119	0.15326	
76	3.74457	0.126028	58.1407	15.3449	9.51371	0.02399	26.5718	0.135274	0.0547858	976.369	1211.71	0.000991788	0.00102387	9.97643	1306.14	0.0654432	0.00104037	-5.23585e-29	0.00100768	1096.03	1359.08	0.00105716	14.754	0.016193	0.153335	
76.25	3.7448	0.125965	58.2261	15.4355	9.52745	0.0239319	26.5717	0.13508	0.0548649	972.311	1207.52	0.000987649	0.00101957	9.93495	1302.71	0.0653522	0.00103599	-7.00822e-29	0.00100346	1091.7	1357.13	0.0010527	14.6972	0.0161743	0.153409	
76.5	3.74503	0.125902	58.3109	15.5256	9.54103	0.0238745	26.5716	0.134881	0.0549431	968.271	1203.33	0.000983531	0.0010153	9.89368	1299.25	0.0652622	0.00103163	-8.97436e-29	0.000999262	1087.38	1355.14	0.00104827	14.6407	0.0161558	0.153482	
76.75	3.74525	0.125841	58.3953	15.6154	9.55444	0.0238179	26.5715	0.134678	0.0550203	964.247	1199.13	0.000979435	0.00101104	9.85264	1295.77	0.0651732	0.00102729	-1.11113e-28	0.000995086	1083.08	1353.09	0.00104385	14.5845	0.0161375	0.153555	
77	3.74547	0.125779	58.4791	15.7049	9.56768	0.023762	26.5715	0.134469	0.0550966	960.241	1194.93	0.00097536	0.0010068	9.8118	1292.26	0.0650853	0.00102298	-1.33869e-28	0.000990931	1078.78	1350.99	0.00103945	14.5288	0.0161194	0.153627	
77.25	3.74569	0.125719	58.5624	15.7939	9.58075	0.0237068	26.5714	0.134255	0.0551718	956.251	1190.72	0.000971306	0.00100259	9.77119	1288.72	0.0649983	0.00101868	-1.57585e-28	0.000986797	1074.5	1348.84	0.00103508	14.4734	0.0161015	0.153698	
77.5	3.74591	0.125659	58.6451	15.8826	9.59366	0.0236522	26.5713	0.134036	0.0552462	952.279	1186.51	0.000967274	0.000998397	9.73079	1285.16	0.0649124	0.00101441	-1.81606e-28	0.000982685	1070.22	1346.64	0.00103072	14.4184	0.0160839	0.15377	
77.75	3.74613	0.1256	58.7274	15.9709	9.6064	0.0235983	26.5713	0.133812	0.0553196	948.324	1182.3	0.000963262	0.000994225	9.6906	1281.58	0.0648274	0.00101016	-2.05023e-28	0.000978593	1065.96	1344.39	0.00102639	14.3638	0.0160664	0.15384	
78	3.74634	0.125541	58.8092	16.0587	9.61898	0.0235452	26.5712	0.133583	0.055392	944.386	1178.09	0.000959272	0.000990075	9.65063	1277.98	0.0647434	0.00100593	-2.27144e-28	0.000974523	1061.71	1342.09	0.00102208	14.3095	0.0160491	0.15391	
78.25	3.74655	0.125483	58.8904	16.1462	9.6314	0.0234926	26.5711	0.13335	0.0554635	940.465	1173.88	0.000955302	0.000985947	9.61087	1274.35	0.0646603	0.00100172	-2.46973e-28	0.000970475	1057.47	1339.75	0.00101779	14.2556	0.016032	0.15398	
78.5	3.74676	0.125425	58.9711	16.2333	9.64365	0.0234407	26.5711	0.133112	0.0555341	936.561	1169.66	0.000951354	0.000981839	9.57133	1270.71	0.0645782	0.000997532	-2.63358e-28	0.000966447	1053.24	1337.36	0.00101353	14.2021	0.016015	0.154049	
78.75	3.74697	0.125369	59.0514	16.32	9.65575	0.0233895	26.571	0.13287	0.0556037	932.675	1165.45	0.000947426	0.000977753	9.532	1267.04	0.064497	0.000993366	-2.74983e-28	0.00096244	1049.02	1334.92	0.00100928	14.1489	0.0159983	0.154118	
79	3.74717	0.125312	59.1311	16.4063	9.66768	0.0233389	26.5709	0.132623	0.0556725	928.806	1161.24	0.00094352	0.000973688	9.49288	1263.35	0.0644168	0.000989221	-2.80359e-28	0.000958455	1044.82	1332.44	0.00100505	14.0961	0.0159818	0.154186	
79.25	3.74737	0.125257	59.2103	16.4922	9.67946	0.023289	26.5708	0.132372	0.0557403	924.955	1157.02	0.000939634	0.000969644	9.45397	1259.65	0.0643374	0.000985097	-2.8549e-28	0.00095449	1040.62	1329.92	0.00100085	14.0436	0.0159654	0.154254	
79.5	3.74757	0.125201	59.289	16.5777	9.69108	0.0232396	26.5708	0.132117	0.0558072	921.121	1152.81	0.00093577	0.000965621	9.41527	1255.92	0.064259	0.000980995	-2.88637e-28	0.000950547	1036.44	1327.36	0.000996669	13.9915	0.0159492	0.154321	
79.75	3.74777	0.125147	59.3673	16.6627	9.70254	0.0231909	26.5707	0.131857	0.0558732	917.305	1148.6	0.000931926	0.000961619	9.37679	1252.18	0.0641815	0.000976913	-2.88107e-28	0.000946624	1032.28	1324.75	0.000992507	13.9397	0.0159332	0.154388	
80	3.74796	0.125093	59.445	16.7474	9.71385	0.0231428	26.5706	0.131594	0.0559383	913.506	1144.39	0.000928103	0.000957639	9.33851	1248.43	0.0641049	0.000972853	-2.83873e-28	0.000942722	1028.12	1322.11	0.000988367	13.8883	0.0159174	0.154454	
80.25	3.74815	0.12504	59.5222	16.8316	9.725	0.0230952	26.5706	0.131327	0.0560025	909.724	1140.18	0.0009243	0.000953679	9.30045	1244.65	0.0640291	0.000968814	-2.7602e-28	0.000938842	1023.98	1319.42	0.000984249	13.8372	0.0159018	0.15452	
80.5	3.74834	0.124987	59.599	16.9154	9.736	0.0230483	26.5705	0.131055	0.0560659	905.961	1135.98	0.000920519	0.00094974	9.26259	1240.86	0.0639542	0.000964796	-2.64758e-28	0.000934982	1019.85	1316.69	0.000980151	13.7865	0.0158863	0.154586	
80.75	3.74853	0.124934	59.6753	16.9988	9.74685	0.0230019	26.5704	0.13078	0.0561283	902.214	1131.78	0.000916758	0.000945823	9.22495	1237.06	0.0638802	0.0009608	-2.50935e-28	0.000931143	1015.74	1313.93	0.000976075	13.7361	0.015871	0.154651	
81	3.74872	0.124883	59.7511	17.0818	9.75754	0.0229562	26.5704	0.130501	0.0561899	898.486	1127.58	0.000913017	0.000941926	9.18751	1233.24	0.0638071	0.000956824	-2.41895e-28	0.000927324	1011.63	1311.13	0.00097202	13.686	0.0158559	0.154715	
81.25	3.7489	0.124832	59.8264	17.1643	9.76809	0.022911	26.5703	0.130219	0.0562506	894.775	1123.38	0.000909297	0.00093805	9.15028	1229.41	0.0637347	0.000952869	-2.38182e-28	0.000923526	1007.54	1308.29	0.000967986	13.6363	0.0158409	0.154779	
81.5	3.74908	0.124781	59.9012	17.2464	9.77848	0.0228663	26.5703	0.129933	0.0563105	891.081	1119.19	0.000905597	0.000934195	9.11326	1225.57	0.0636632	0.000948935	-2.16247e-28	0.000919749	1003.47	1305.42	0.000963973	13.5869	0.0158261	0.154843	
81.75	3.74926	0.124731	59.9756	17.328	9.78873	0.0228222	26.5702	0.129644	0.0563695	887.405	1115.01	0.000901918	0.00093036	9.07644	1221.71	0.0635926	0.000945022	-2.28948e-28	0.000915993	999.409	1302.51	0.000959981	13.5379	0.0158115	0.154906	
82	3.74944	0.124681	60.0495	17.4093	9.79883	0.0227787	26.5701	0.129351	0.0564277	883.747	1110.83	0.00089826	0.000926547	9.03983	1217.84	0.0635228	0.00094113	-2.72905e-28	0.000912257	995.363	1299.57	0.00095601	13.4892	0.015797	0.154969	
82.25	3.74962	0.124632	60.1229	17.4901	9.80878	0.0227357	26.5701	0.129055	0.056485	880.107	1106.65	0.000894621	0.000922754	9.00342	1213.97	0.0634537	0.000937259	-3.67424e-28	0.000908542	991.33	1296.6	0.00095206	13.4408	0.0157828	0.155031	
82.5	3.74979	0.124584	60.1958	17.5704	9.81859	0.0226932	26.57	0.128756	0.0565414	876.484	1102.48	0.000891003	0.000918981	8.96722	1210.08	0.0633855	0.000933409	-4.30002e-28	0.000904847	987.311	1293.59	0.000948131	13.3927	0.0157686	0.155093	
82.75	3.74996	0.124536	60.2683	17.6503	9.82825	0.0226513	26.5699	0.128453	0.0565971	872.879	1098.31	0.000887405	0.000915229	8.93123	1206.18	0.0633181	0.000929579	-4.92986e-28	0.000901172	983.307	1290.55	0.000944223	13.345	0.0157547	0.155154	
83	3.75013	0.124488	60.3403	17.7298	9.83777	0.0226099	26.5699	0.128148	0.0566519	869.291	1094.15	0.000883827	0.000911498	8.89543	1202.27	0.0632514	0.00092577	-5.38406e-28	0.000897518	979.318	1287.48	0.000940336	13.2976	0.0157408	0.155216	
83.25	3.7503	0.124441	60.4119	17.8088	9.84714	0.022569	26.5698	0.12784	0.0567059	865.721	1090	0.000880269	0.000907787	8.85984	1198.35	0.0631855	0.000921982	-5.71888e-28	0.000893884	975.343	1284.38	0.000936469	13.2505	0.0157272	0.155276	
83.5	3.75046	0.124395	60.483	17.8874	9.85637	0.0225286	26.5698	0.127528	0.056759	862.169	1085.85	0.000876731	0.000904097	8.82446	1194.42	0.0631204	0.000918214	-5.98335e-28	0.00089027	971.382	1281.25	0.000932624	13.2037	0.0157137	0.155337	
83.75	3.75063	0.124349	60.5536	17.9655	9.86547	0.0224888	26.5697	0.127214	0.0568114	858.634	1081.71	0.000873214	0.000900427	8.78927	1190.49	0.0630561	0.000914467	-6.09784e-28	0.000886677	967.437	1278.1	0.000928799	13.1573	0.0157003	0.155397	
84	3.75079	0.124304	60.6238	18.0432	9.87442	0.0224494	26.5696	0.126897	0.056863	855.117	1077.58	0.000869716	0.000896778	8.75429	1186.55	0.0629925	0.00091074	-6.09521e-28	0.000883104	963.507	1274.91	0.000924994	13.1111	0.0156872	0.155456	
84.25	3.75095	0.124259	60.6935	18.1204	9.88323	0.0224105	26.5696	0.126577	0.0569137	851.618	1073.46	0.000866238	0.000893148	8.7195	1182.6	0.0629297	0.000907034	-6.09106e-28	0.00087955	959.591	1271.7	0.000921211	13.0653	0.0156741	0.155515	
84.5	3.7511	0.124214	60.7628	18.1972	9.89191	0.0223721	26.5695	0.126255	0.0569637	848.136	1069.34	0.000862779	0.000889539	8.68492	1178.65	0.0628676	0.000903348	-6.04459e-28	0.000876017	955.691	1268.46	0.000917448	13.0198	0.0156612	0.155574	
84.75	3.75126	0.12417	60.8317	18.2735	9.90045	0.0223342	26.5695	0.12593	0.0570128	844.672	1065.23	0.000859341	0.00088595	8.65053	1174.69	0.0628062	0.000899683	-5.97289e-28	0.000872503	951.805	1265.2	0.000913705	12.9746	0.0156485	0.155632	
85	3.75141	0.124127	60.9001	18.3493	9.90885	0.0222968	26.5694	0.125603	0.0570612	841.225	1061.13	0.000855922	0.000882381	8.61634	1170.73	0.0627456	0.000896038	-5.89307e-28	0.00086901	947.935	1261.91	0.000909983	12.9297	0.0156359	0.15569	
85.25	3.75157	0.124084	60.968	18.4247	9.91711	0.0222598	26.5694	0.125273	0.0571088	837.796	1057.04	0.000852522	0.000878832	8.58235	1166.76	0.0626856	0.000892413	-5.82222e-28	0.000865536	944.081	1258.6	0.000906282	12.8851	0.0156234	0.155748	
85.5	3.75172	0.124042	61.0355	18.4997	9.92525	0.0222233	26.5693	0.124941	0.0571556	834.385	1052.95	0.000849142	0.000875303	8.54856	1162.78	0.0626264	0.000888808	-5.77742e-28	0.000862082	940.242	1255.26	0.000902601	12.8408	0.0156111	0.155805	
85.75	3.75187	0.124	61.1026	18.5742	9.93325	0.0221872	26.5692	0.124607	0.0572017	830.991	1048.88	0.000845782	0.000871794	8.51496	1158.81	0.0625679	0.000885224	-5.77578e-28	0.000858648	936.418	1251.91	0.00089894	12.7968	0.015599	0.155862	
86	3.75201	0.123958	61.1693	18.6482	9.94111	0.0221516	26.5692	0.124271	0.057247	827.614	1044.81	0.000842441	0.000868305	8.48156	1154.83	0.0625101	0.000881659	-5.83439e-28	0.000855233	932.61	1248.52	0.000895299	12.7532	0.015587	0.155918	
86.25	3.75216	0.123917	61.2355	18.7217	9.94885	0.0221165	26.5691	0.123932	0.0572915	824.255	1040.76	0.000839119	0.000864836	8.44835	1150.84	0.0624529	0.000878115	-5.97034e-28	0.000851838	928.818	1245.12	0.000891679	12.7098	0.0155751	0.155974	
86.5	3.7523	0.123876	61.3013	18.7948	9.95645	0.0220818	26.5691	0.123591	0.0573353	820.914	1036.71	0.000835817	0.000861386	8.41534	1146.86	0.0623965	0.000874591	-6.08951e-28	0.000848463	925.041	1241.7	0.000888079	12.6667	0.0155633	0.15603	
86.75	3.75244	0.123836	61.3666	18.8675	9.96392	0.0220475	26.569	0.123249	0.0573784	817.59	1032.67	0.000832533	0.000857956	8.38252	1142.87	0.0623407	0.000871086	-6.16084e-28	0.000845106	921.28	1238.26	0.000884499	12.6239	0.0155517	0.156086	
87	3.75258	0.123796	61.4315	18.9396	9.97127	0.0220137	26.569	0.122904	0.0574207	814.283	1028.64	0.000829269	0.000854546	8.34989	1138.88	0.0622856	0.000867601	-6.23214e-28	0.00084177	917.535	1234.8	0.000880939	12.5814	0.0155403	0.156141	
87.25	3.75272	0.123757	61.496	19.0114	9.97849	0.0219803	26.5689	0.122558	0.0574622	810.994	1024.63	0.000826024	0.000851155	8.31746	1134.89	0.0622311	0.000864136	-6.29295e-28	0.000838452	913.806	1231.31	0.000877399	12.5392	0.0155289	0.156195	
87.5	3.75286	0.123718	61.5601	19.0826	9.98558	0.0219473	26.5689	0.122209	0.0575031	807.722	1020.62	0.000822798	0.000847784	8.28521	1130.9	0.0621773	0.000860691	-6.33048e-28	0.000835154	910.093	1227.82	0.000873879	12.4973	0.0155177	0.15625	
87.75	3.75299	0.12368	61.6238	19.1534	9.99254	0.0219148	26.5688	0.121859	0.0575432	804.468	1016.63	0.00081959	0.000844432	8.25316	1126.91	0.0621241	0.000857265	-6.32961e-28	0.000831875	906.395	1224.3	0.000870379	12.4557	0.0155067	0.156304	
88	3.75313	0.123642	61.687	19.2237	9.99938	0.0218826	26.5687	0.121508	0.0575826	801.23	1012.64	0.000816402	0.000841099	8.2213	1122.92	0.0620716	0.000853859	-6.29768e-28	0.000828614	902.714	1220.77	0.000866898	12.4143	0.0154957	0.156358	
88.25	3.75326	0.123605	61.7499	19.2935	10.0061	0.0218509	26.5687	0.121154	0.0576212	798.01	1008.67	0.000813232	0.000837786	8.18962	1118.93	0.0620197	0.000850473	-6.39302e-28	0.000825373	899.049	1217.22	0.000863438	12.3733	0.0154849	0.156411	
88.5	3.75339	0.123567	61.8123	19.3629	10.0127	0.0218195	26.5686	0.120799	0.0576592	794.808	1004.71	0.000810081	0.000834492	8.15814	1114.94	0.0619685	0.000847106	-6.51124e-28	0.000822151	895.4	1213.65	0.000859997	12.3325	0.0154742	0.156464	
88.75	3.75352	0.123531	61.8743	19.4318	10.0192	0.0217886	26.5686	0.120443	0.0576964	791.622	1000.76	0.000806949	0.000831217	8.12684	1110.95	0.0619179	0.000843758	-6.6552e-28	0.000818948	891.768	1210.07	0.000856575	12.292	0.0154637	0.156517	
89	3.75365	0.123495	61.9359	19.5002	10.0255	0.021758	26.5685	0.120085	0.057733	788.454	996.819	0.000803835	0.000827961	8.09572	1106.96	0.0618678	0.00084043	-6.82782e-28	0.000815764	888.151	1206.48	0.000853174	12.2518	0.0154533	0.156569	
89.25	3.75377	0.123459	61.9971	19.5682	10.0317	0.0217279	26.5685	0.119726	0.0577688	785.303	992.892	0.000800739	0.000824724	8.0648	1102.97	0.0618184	0.000837121	-7.0321e-28	0.000812598	884.551	1202.87	0.000849791	12.2118	0.015443	0.156621	
89.5	3.7539	0.123423	62.0579	19.6357	10.0378	0.0216981	26.5684	0.119366	0.057804	782.169	988.977	0.000797662	0.000821506	8.03406	1098.99	0.0617696	0.000833831	-7.27113e-28	0.000809451	880.967	1199.24	0.000846429	12.1722	0.0154328	0.156673	
89.75	3.75402	0.123388	62.1183	19.7027	10.0438	0.0216687	26.5684	0.119004	0.0578385	779.052	985.073	0.000794604	0.000818307	8.0035	1095.01	0.0617214	0.00083056	-7.47806e-28	0.000806323	877.399	1195.61	0.000843085	12.1328	0.0154227	0.156725	
90	3.75414	0.123354	62.1783	19.7692	10.0497	0.0216397	26.5683	0.118641	0.0578723	775.952	981.183	0.000791563	0.000815126	7.97313	1091.03	0.0616738	0.000827308	-7.64647e-28	0.000803213	873.848	1191.96	0.000839761	12.0937	0.0154128	0.156776	
90.25	3.75426	0.12332	62.2379	19.8353	10.0554	0.0216111	26.5683	0.118277	0.0579054	772.869	977.304	0.000788541	0.000811965	7.94294	1087.06	0.0616268	0.000824075	-7.7896e-28	0.000800121	870.313	1188.3	0.000836456	12.0548	0.015403	0.156827	
90.5	3.75438	0.123286	62.2971	19.9009	10.0611	0.0215828	26.5682	0.117911	0.0579379	769.802	973.438	0.000785537	0.000808822	7.91293	1083.09	0.0615803	0.000820861	-7.89605e-28	0.000797048	866.794	1184.63	0.00083317	12.0162	0.0153933	0.156877	
90.75	3.75449	0.123253	62.3559	19.9661	10.0666	0.0215549	26.5682	0.117545	0.0579696	766.753	969.585	0.000782551	0.000805698	7.88311	1079.12	0.0615344	0.000817666	-7.95327e-28	0.000793994	863.292	1180.95	0.000829904	11.9779	0.0153837	0.156927	
91	3.75461	0.12322	62.4144	20.0308	10.072	0.0215273	26.5681	0.117178	0.0580008	763.721	965.744	0.000779583	0.000802592	7.85346	1075.16	0.0614891	0.00081449	-7.94756e-28	0.000790957	859.806	1177.26	0.000826656	11.9399	0.0153743	0.156977	
91.25	3.75472	0.123187	62.4724	20.095	10.0773	0.0215002	26.5681	0.11681	0.0580312	760.705	961.916	0.000776632	0.000799504	7.82399	1071.2	0.0614444	0.000811333	-7.23403e-28	0.000787939	856.337	1173.56	0.000823427	11.9021	0.0153649	0.157027	
91.5	3.75484	0.123155	62.53	20.1587	10.0825	0.0214733	26.568	0.11644	0.058061	757.706	958.102	0.0007737	0.000796435	7.79471	1067.25	0.0614002	0.000808194	-3.45183e-28	0.000784938	852.884	1169.85	0.000820218	11.8646	0.0153557	0.157076	
91.75	3.75495	0.123123	62.5873	20.222	10.0875	0.0214468	26.568	0.11607	0.0580902	754.724	954.3	0.000770785	0.000793384	7.7656	1063.3	0.0613566	0.000805073	2.3074e-28	0.000781956	849.447	1166.14	0.000817027	11.8273	0.0153466	0.157125	
92	3.75506	0.123092	62.6442	20.2848	10.0925	0.0214207	26.5679	0.115699	0.0581187	751.759	950.512	0.000767888	0.000790352	7.73667	1059.36	0.0613135	0.000801971	1.04796e-27	0.000778992	846.027	1162.41	0.000813855	11.7903	0.0153376	0.157174	
92.25	3.75516	0.123061	62.7007	20.3471	10.0973	0.0213949	26.5679	0.115328	0.0581466	748.81	946.737	0.000765009	0.000787337	7.70792	1055.42	0.0612709	0.000798888	2.15385e-27	0.000776045	842.624	1158.68	0.000810701	11.7536	0.0153287	0.157223	
92.5	3.75527	0.12303	62.7568	20.409	10.1021	0.0213694	26.5678	0.114956	0.0581739	745.878	942.975	0.000762147	0.000784341	7.67934	1051.49	0.0612289	0.000795823	3.59955e-27	0.000773117	839.236	1154.94	0.000807566	11.7171	0.0153199	0.157271	
92.75	3.75538	0.123	62.8126	20.4703	10.1067	0.0213443	26.5678	0.114583	0.0582005	742.962	939.228	0.000759302	0.000781362	7.65093	1047.57	0.0611874	0.000792776	5.43998e-27	0.000770206	835.866	1151.19	0.00080445	11.6809	0.0153112	0.157319	
93	3.75548	0.12297	62.868	20.5313	10.1112	0.0213195	26.5677	0.114209	0.0582265	740.063	935.493	0.000756475	0.000778402	7.62271	1043.65	0.0611465	0.000789747	7.01874e-27	0.000767312	832.511	1147.44	0.000801352	11.6449	0.0153027	0.157367	
93.25	3.75558	0.12294	62.923	20.5917	10.1156	0.021295	26.5677	0.113835	0.0582519	737.18	931.773	0.000753665	0.000775459	7.59465	1039.74	0.061106	0.000786736	8.46103e-27	0.000764437	829.174	1143.68	0.000798272	11.6092	0.0152942	0.157414	
93.5	3.75569	0.122911	62.9776	20.6517	10.1199	0.0212709	26.5676	0.11346	0.0582767	734.313	928.067	0.000750872	0.000772534	7.56677	1035.83	0.0610661	0.000783744	9.86087e-27	0.000761578	825.852	1139.91	0.000795211	11.5737	0.0152859	0.157461	
93.75	3.75579	0.122882	63.0319	20.7113	10.1241	0.021247	26.5676	0.113085	0.0583008	731.463	924.374	0.000748097	0.000769627	7.53906	1031.94	0.0610267	0.000780769	1.11575e-26	0.000758738	822.547	1136.14	0.000792168	11.5385	0.0152776	0.157508	
94	3.75589	0.122854	63.0858	20.7703	10.1282	0.0212235	26.5675	0.112709	0.0583244	728.629	920.696	0.000745338	0.000766738	7.51152	1028.05	0.0609878	0.000777813	1.22829e-26	0.000755914	819.259	1132.37	0.000789143	11.5035	0.0152695	0.157555	
94.25	3.75598	0.122826	63.1394	20.8289	10.1322	0.0212003	26.5675	0.112333	0.0583473	725.812	917.031	0.000742597	0.000763865	7.48416	1024.17	0.0609494	0.000774874	1.31621e-26	0.000753108	815.987	1128.59	0.000786136	11.4688	0.0152615	0.157601	
94.5	3.75608	0.122798	63.1926	20.887	10.1361	0.0211774	26.5675	0.111957	0.0583697	723.01	913.381	0.000739872	0.000761011	7.45696	1020.29	0.0609115	0.000771953	1.38951e-26	0.000750319	812.731	1124.81	0.000783148	11.4343	0.0152535	0.157647	
94.75	3.75617	0.122771	63.2454	20.9447	10.1399	0.0211548	26.5674	0.11158	0.0583915	720.225	909.746	0.000737164	0.000758174	7.42993	1016.43	0.060874	0.000769049	1.47922e-26	0.000747547	809.492	1121.03	0.000780177	11.4	0.0152457	0.157693	
95	3.75627	0.122744	63.2979	21.0019	10.1435	0.0211325	26.5674	0.111203	0.0584127	717.456	906.124	0.000734473	0.000755354	7.40307	1012.57	0.0608371	0.000766163	1.55617e-26	0.000744792	806.269	1117.24	0.000777224	11.366	0.015238	0.157738	
95.25	3.75636	0.122717	63.35	21.0586	10.1471	0.0211105	26.5673	0.110826	0.0584333	714.702	902.517	0.000731799	0.000752551	7.37638	1008.72	0.0608006	0.000763295	1.61852e-26	0.000742054	803.063	1113.45	0.000774289	11.3322	0.0152303	0.157784	
95.5	3.75645	0.12269	63.4018	21.1149	10.1506	0.0210888	26.5673	0.110449	0.0584533	711.965	898.925	0.000729141	0.000749766	7.34985	1004.88	0.0607647	0.000760444	1.66449e-26	0.000739333	799.873	1109.66	0.000771372	11.2987	0.0152228	0.157829	
95.75	3.75654	0.122664	63.4532	21.1707	10.154	0.0210674	26.5672	0.110071	0.0584727	709.243	895.347	0.0007265	0.000746997	7.32349	1001.05	0.0607291	0.000757611	1.69232e-26	0.000736628	796.7	1105.87	0.000768472	11.2654	0.0152154	0.157874	
96	3.75663	0.122639	63.5043	21.2261	10.1572	0.0210463	26.5672	0.109694	0.0584916	706.538	891.784	0.000723875	0.000744246	7.29729	997.231	0.0606941	0.000754794	1.70027e-26	0.000733941	793.543	1102.07	0.00076559	11.2323	0.015208	0.157918	
96.25	3.75672	0.122613	63.555	21.281	10.1604	0.0210255	26.5671	0.109316	0.0585099	703.848	888.236	0.000721266	0.000741512	7.27126	993.42	0.0606595	0.000751995	1.70842e-26	0.00073127	790.402	1098.28	0.000762725	11.1995	0.0152008	0.157963	
96.5	3.75681	0.122588	63.6054	21.3354	10.1635	0.0210049	26.5671	0.108938	0.0585277	701.174	884.702	0.000718674	0.000738794	7.2454	989.617	0.0606254	0.000749214	1.7093e-26	0.000728616	787.277	1094.48	0.000759878	11.1669	0.0151936	0.158007	
96.75	3.75689	0.122564	63.6554	21.3894	10.1665	0.0209847	26.567	0.108561	0.0585449	698.515	881.184	0.000716098	0.000736093	7.21969	985.825	0.0605917	0.000746449	1.70218e-26	0.000725978	784.169	1090.69	0.000757048	11.1345	0.0151866	0.158051	
97	3.75698	0.122539	63.7051	21.443	10.1694	0.0209647	26.567	0.108183	0.0585615	695.873	877.68	0.000713538	0.000733409	7.19415	982.043	0.0605585	0.000743701	1.68894e-26	0.000723356	781.077	1086.89	0.000754236	11.1024	0.0151796	0.158094	
97.25	3.75706	0.122515	63.7545	21.496	10.1722	0.020945	26.567	0.107805	0.0585776	693.245	874.191	0.000710994	0.000730742	7.16877	978.271	0.0605257	0.00074097	1.67179e-26	0.000720751	778.001	1083.1	0.00075144	11.0705	0.0151728	0.158138	
97.5	3.75714	0.122491	63.8035	21.5487	10.1749	0.0209255	26.5669	0.107428	0.0585932	690.634	870.717	0.000708467	0.000728091	7.14355	974.509	0.0604934	0.000738256	1.65324e-26	0.000718163	774.942	1079.3	0.000748662	11.0388	0.015166	0.158181	
97.75	3.75723	0.122468	63.8522	21.6008	10.1775	0.0209063	26.5669	0.10705	0.0586082	688.037	867.258	0.000705955	0.000725457	7.11849	970.757	0.0604615	0.000735559	1.62999e-26	0.00071559	771.898	1075.51	0.000745901	11.0074	0.0151593	0.158224	
98	3.75731	0.122445	63.9005	21.6525	10.18	0.0208874	26.5668	0.106673	0.0586227	685.456	863.814	0.000703459	0.000722839	7.09358	967.017	0.06043	0.000732879	1.59701e-26	0.000713033	768.871	1071.72	0.000743157	10.9761	0.0151527	0.158267	
98.25	3.75738	0.122422	63.9486	21.7038	10.1824	0.0208688	26.5668	0.106296	0.0586367	682.891	860.385	0.000700978	0.000720237	7.06884	963.287	0.0603989	0.000730215	1.56196e-26	0.000710493	765.86	1067.93	0.00074043	10.9451	0.0151462	0.158309	
98.5	3.75746	0.122399	63.9963	21.7546	10.1848	0.0208504	26.5667	0.105919	0.0586501	680.34	856.972	0.000698514	0.000717652	7.04425	959.568	0.0603683	0.000727567	1.52642e-26	0.000707969	762.865	1064.15	0.000737719	10.9143	0.0151398	0.158352	
