Time-Course Task

Problem Description:
    AutomaticStepSize: 0
    StepNumber: 1000
    StepSize: 0.25
    Duration: 250
    TimeSeriesRequested: 1
    OutputStartTime: 0
    Output Event: 0
    Start in Steady State: 0
    Use Values: 0
    Values: 

Method: Deterministic (LSODA)
    Integrate Reduced Model: 0
    Relative Tolerance: 1e-06
    Absolute Tolerance: 1e-12
    Max Internal Steps: 100000
    Max Internal Step Size: 0


Time-Course Result:

# Time	EpoRJAK2	EpoRpJAK2	STAT5	CIS	SOCS3	p12EpoRpJAK2	SHP1	CISRNA	SOCS3RNA	CISnRNA1	CISnRNA3	SOCS3nRNA1	SOCS3nRNA3	npSTAT5	CISnRNA4	p2EpoRpJAK2	SOCS3nRNA4	EpoRJAK2_CIS	SOCS3nRNA2	CISnRNA2	CISnRNA5	SOCS3nRNA5	pSTAT5	p1EpoRpJAK2	SHP1Act	
198.25	3.75699	0.122608	69.6994	22.7045	8.39609	0.0208969	26.5562	0.0361387	0.0483498	339.413	347.455	0.00038135	0.000381763	3.89543	354.116	0.0605442	0.000381996	-8.57604e-27	0.000381548	342.673	363.082	0.000382247	7.37601	0.0151839	0.168911	
198.5	3.75697	0.122614	69.6993	22.6896	8.3908	0.020901	26.5562	0.0361065	0.0483193	339.34	347.283	0.000381303	0.000381706	3.89499	353.876	0.0605512	0.000381934	-9.74777e-27	0.000381496	342.556	362.759	0.000382181	7.37635	0.0151853	0.168932	
198.75	3.75695	0.122619	69.6993	22.6748	8.38552	0.020905	26.5561	0.0360747	0.0482889	339.268	347.113	0.000381256	0.000381651	3.89456	353.638	0.0605581	0.000381874	-1.1032e-26	0.000381445	342.441	362.439	0.000382116	7.3767	0.0151868	0.168954	
199	3.75693	0.122624	69.6992	22.66	8.38025	0.0209091	26.5561	0.0360431	0.0482586	339.198	346.945	0.000381211	0.000381596	3.89414	353.403	0.060565	0.000381815	-1.24359e-26	0.000381395	342.327	362.122	0.000382052	7.37706	0.0151883	0.168975	
199.25	3.75692	0.122629	69.6991	22.6452	8.37499	0.0209131	26.5561	0.0360118	0.0482283	339.128	346.778	0.000381167	0.000381543	3.89373	353.171	0.0605719	0.000381758	-1.39669e-26	0.000381347	342.214	361.808	0.00038199	7.37743	0.0151897	0.168996	
199.5	3.7569	0.122635	69.699	22.6304	8.36974	0.0209171	26.5561	0.0359809	0.048198	339.06	346.614	0.000381124	0.000381492	3.89334	352.941	0.0605788	0.000381701	-1.56328e-26	0.0003813	342.103	361.496	0.000381929	7.37781	0.0151912	0.169017	
199.75	3.75688	0.12264	69.6989	22.6156	8.36449	0.0209211	26.5561	0.0359502	0.0481678	338.993	346.452	0.000381082	0.000381441	3.89295	352.713	0.0605857	0.000381646	-1.79094e-26	0.000381253	341.994	361.188	0.000381869	7.37821	0.0151927	0.169039	
200	3.75686	0.122645	69.6987	22.6007	8.35926	0.0209251	26.556	0.0359198	0.0481377	338.927	346.291	0.000381042	0.000381392	3.89258	352.487	0.0605926	0.000381592	-2.14418e-26	0.000381208	341.886	360.883	0.00038181	7.37862	0.0151941	0.16906	
200.25	3.75685	0.12265	69.6986	22.5859	8.35403	0.0209291	26.556	0.0358897	0.0481076	338.863	346.133	0.000381002	0.000381344	3.89222	352.264	0.0605994	0.000381539	-2.54435e-26	0.000381165	341.78	360.58	0.000381753	7.37904	0.0151956	0.169081	
200.5	3.75683	0.122655	69.6984	22.5711	8.34881	0.0209331	26.556	0.0358599	0.0480776	338.799	345.976	0.000380964	0.000381297	3.89187	352.044	0.0606062	0.000381488	-2.9954e-26	0.000381122	341.675	360.281	0.000381697	7.37947	0.015197	0.169102	
200.75	3.75681	0.122661	69.6982	22.5563	8.34361	0.0209371	26.556	0.0358304	0.0480476	338.737	345.822	0.000380926	0.000381251	3.89153	351.825	0.060613	0.000381438	-3.50146e-26	0.00038108	341.572	359.984	0.000381642	7.37991	0.0151984	0.169123	
201	3.75679	0.122666	69.6979	22.5415	8.33841	0.0209411	26.556	0.0358011	0.0480176	338.676	345.669	0.00038089	0.000381206	3.8912	351.609	0.0606198	0.000381388	-4.06689e-26	0.00038104	341.47	359.69	0.000381588	7.38036	0.0151999	0.169145	
201.25	3.75678	0.122671	69.6977	22.5268	8.33322	0.020945	26.5559	0.0357721	0.0479877	338.617	345.518	0.000380855	0.000381162	3.89088	351.395	0.0606266	0.00038134	-4.69623e-26	0.000381	341.369	359.399	0.000381535	7.38082	0.0152013	0.169166	
201.5	3.75676	0.122676	69.6974	22.512	8.32804	0.020949	26.5559	0.0357434	0.0479579	338.558	345.368	0.00038082	0.00038112	3.89057	351.184	0.0606334	0.000381294	-5.39422e-26	0.000380962	341.27	359.111	0.000381484	7.3813	0.0152027	0.169187	
201.75	3.75674	0.122681	69.6972	22.4972	8.32286	0.0209529	26.5559	0.035715	0.0479281	338.5	345.221	0.000380787	0.000381078	3.89027	350.974	0.0606401	0.000381248	-6.16582e-26	0.000380925	341.173	358.825	0.000381434	7.38179	0.0152042	0.169208	
202	3.75672	0.122686	69.6969	22.4824	8.3177	0.0209568	26.5559	0.0356869	0.0478984	338.444	345.075	0.000380755	0.000381038	3.88998	350.767	0.0606468	0.000381203	-7.01621e-26	0.000380889	341.077	358.543	0.000381385	7.38228	0.0152056	0.169229	
202.25	3.75671	0.122691	69.6965	22.4677	8.31255	0.0209608	26.5558	0.035659	0.0478687	338.389	344.932	0.000380724	0.000380999	3.8897	350.562	0.0606535	0.00038116	-7.95079e-26	0.000380854	340.982	358.262	0.000381337	7.38279	0.015207	0.16925	
202.5	3.75669	0.122696	69.6962	22.4529	8.3074	0.0209647	26.5558	0.0356314	0.0478391	338.335	344.79	0.000380694	0.000380961	3.88943	350.36	0.0606602	0.000381118	-8.97516e-26	0.00038082	340.889	357.985	0.000381291	7.38331	0.0152084	0.169271	
202.75	3.75667	0.122701	69.6959	22.4381	8.30227	0.0209686	26.5558	0.035604	0.0478095	338.282	344.649	0.000380665	0.000380924	3.88917	350.159	0.0606669	0.000381076	-1.00952e-25	0.000380787	340.797	357.71	0.000381245	7.38384	0.0152098	0.169292	
203	3.75666	0.122706	69.6955	22.4234	8.29714	0.0209725	26.5558	0.035577	0.04778	338.23	344.511	0.000380637	0.000380888	3.88893	349.961	0.0606736	0.000381036	-1.13169e-25	0.000380755	340.707	357.439	0.000381201	7.38437	0.0152112	0.169313	
203.25	3.75664	0.122711	69.6951	22.4086	8.29203	0.0209763	26.5558	0.0355502	0.0477505	338.179	344.374	0.00038061	0.000380853	3.88869	349.765	0.0606802	0.000380997	-1.26466e-25	0.000380724	340.618	357.169	0.000381158	7.38492	0.0152126	0.169334	
203.5	3.75662	0.122716	69.6947	22.3939	8.28692	0.0209802	26.5557	0.0355236	0.0477211	338.129	344.239	0.000380584	0.000380819	3.88846	349.57	0.0606868	0.00038096	-1.4091e-25	0.000380694	340.531	356.902	0.000381116	7.38548	0.015214	0.169355	
203.75	3.75661	0.122721	69.6943	22.3792	8.28182	0.0209841	26.5557	0.0354973	0.0476918	338.081	344.105	0.000380558	0.000380786	3.88824	349.379	0.0606934	0.000380923	-1.56566e-25	0.000380665	340.444	356.638	0.000381075	7.38605	0.0152154	0.169376	
204	3.75659	0.122726	69.6938	22.3645	8.27673	0.0209879	26.5557	0.0354713	0.0476625	338.033	343.974	0.000380534	0.000380755	3.88803	349.189	0.0607	0.000380887	-1.73507e-25	0.000380637	340.359	356.377	0.000381035	7.38663	0.0152168	0.169397	
204.25	3.75657	0.122731	69.6934	22.3497	8.27165	0.0209918	26.5557	0.0354455	0.0476332	337.987	343.844	0.000380511	0.000380724	3.88783	349.001	0.0607066	0.000380852	-1.91805e-25	0.00038061	340.276	356.118	0.000380996	7.38722	0.0152182	0.169418	
204.5	3.75656	0.122736	69.6929	22.335	8.26658	0.0209956	26.5557	0.03542	0.047604	337.941	343.716	0.000380489	0.000380694	3.88764	348.815	0.0607131	0.000380819	-2.11536e-25	0.000380584	340.194	355.862	0.000380958	7.38782	0.0152196	0.169439	
204.75	3.75654	0.122741	69.6924	22.3203	8.26152	0.0209994	26.5556	0.0353948	0.0475749	337.897	343.589	0.000380468	0.000380665	3.88746	348.632	0.0607196	0.000380786	-2.32777e-25	0.00038056	340.113	355.608	0.000380922	7.38843	0.015221	0.16946	
205	3.75652	0.122746	69.6919	22.3057	8.25647	0.0210032	26.5556	0.0353698	0.0475458	337.853	343.464	0.000380447	0.000380638	3.88729	348.45	0.0607262	0.000380754	-2.47525e-25	0.000380536	340.033	355.357	0.000380886	7.38904	0.0152224	0.169481	
205.25	3.75651	0.122751	69.6914	22.291	8.25143	0.021007	26.5556	0.035345	0.0475168	337.811	343.341	0.000380428	0.000380611	3.88712	348.271	0.0607327	0.000380724	-2.60333e-25	0.000380513	339.955	355.108	0.000380852	7.38967	0.0152237	0.169502	
205.5	3.75649	0.122756	69.6909	22.2763	8.2464	0.0210108	26.5556	0.0353205	0.0474878	337.77	343.219	0.000380409	0.000380585	3.88697	348.093	0.0607391	0.000380694	-2.72695e-25	0.000380491	339.878	354.862	0.000380818	7.39031	0.0152251	0.169523	
205.75	3.75647	0.122761	69.6904	22.2616	8.24138	0.0210146	26.5556	0.0352962	0.0474589	337.729	343.099	0.000380392	0.000380561	3.88683	347.918	0.0607456	0.000380666	-2.84486e-25	0.000380469	339.802	354.618	0.000380786	7.39095	0.0152265	0.169544	
206	3.75646	0.122765	69.6898	22.247	8.23636	0.0210184	26.5555	0.0352722	0.04743	337.69	342.98	0.000380375	0.000380537	3.88669	347.745	0.060752	0.000380638	-2.95572e-25	0.000380449	339.728	354.377	0.000380754	7.39161	0.0152278	0.169565	
206.25	3.75644	0.12277	69.6892	22.2323	8.23136	0.0210221	26.5555	0.0352484	0.0474012	337.652	342.863	0.000380359	0.000380514	3.88656	347.573	0.0607584	0.000380612	-3.05811e-25	0.00038043	339.655	354.138	0.000380724	7.39227	0.0152292	0.169585	
206.5	3.75642	0.122775	69.6886	22.2177	8.22636	0.0210259	26.5555	0.0352249	0.0473724	337.614	342.748	0.000380345	0.000380492	3.88644	347.404	0.0607649	0.000380586	-3.15053e-25	0.000380412	339.583	353.902	0.000380695	7.39295	0.0152305	0.169606	
206.75	3.75641	0.12278	69.688	22.2031	8.22138	0.0210296	26.5555	0.0352016	0.0473437	337.578	342.634	0.000380331	0.000380471	3.88634	347.236	0.0607712	0.000380562	-3.23137e-25	0.000380394	339.512	353.668	0.000380666	7.39363	0.0152319	0.169627	
207	3.75639	0.122785	69.6874	22.1884	8.2164	0.0210333	26.5555	0.0351786	0.047315	337.543	342.522	0.000380318	0.000380451	3.88624	347.071	0.0607776	0.000380538	-3.29894e-25	0.000380378	339.443	353.436	0.000380639	7.39432	0.0152332	0.169648	
207.25	3.75637	0.12279	69.6868	22.1738	8.21144	0.0210371	26.5554	0.0351558	0.0472864	337.508	342.411	0.000380305	0.000380432	3.88614	346.907	0.060784	0.000380515	-3.35146e-25	0.000380362	339.375	353.207	0.000380613	7.39502	0.0152346	0.169669	
207.5	3.75636	0.122794	69.6861	22.1592	8.20648	0.0210408	26.5554	0.0351332	0.0472579	337.475	342.302	0.000380294	0.000380414	3.88606	346.745	0.0607903	0.000380494	-3.38704e-25	0.000380348	339.308	352.98	0.000380587	7.39572	0.0152359	0.169689	
207.75	3.75634	0.122799	69.6854	22.1446	8.20153	0.0210445	26.5554	0.0351108	0.0472294	337.442	342.195	0.000380283	0.000380397	3.88599	346.585	0.0607966	0.000380473	-3.4037e-25	0.000380334	339.242	352.756	0.000380563	7.39644	0.0152372	0.16971	
208	3.75633	0.122804	69.6848	22.1301	8.19659	0.0210482	26.5554	0.0350887	0.047201	337.411	342.088	0.000380274	0.00038038	3.88592	346.427	0.0608029	0.000380453	-3.39936e-25	0.000380321	339.178	352.533	0.000380539	7.39716	0.0152386	0.169731	
208.25	3.75631	0.122809	69.6841	22.1155	8.19167	0.0210518	26.5553	0.0350668	0.0471726	337.38	341.984	0.000380265	0.000380365	3.88586	346.271	0.0608092	0.000380434	-3.37182e-25	0.000380309	339.114	352.314	0.000380517	7.3979	0.0152399	0.169752	
208.5	3.75629	0.122813	69.6834	22.1009	8.18675	0.0210555	26.5553	0.0350452	0.0471443	337.35	341.881	0.000380257	0.00038035	3.88581	346.117	0.0608154	0.000380416	-3.31879e-25	0.000380297	339.052	352.096	0.000380495	7.39864	0.0152412	0.169772	
208.75	3.75628	0.122818	69.6826	22.0864	8.18184	0.0210592	26.5553	0.0350238	0.047116	337.321	341.779	0.00038025	0.000380337	3.88577	345.965	0.0608217	0.000380399	-3.23787e-25	0.000380287	338.991	351.881	0.000380475	7.39939	0.0152425	0.169793	
209	3.75626	0.122823	69.6819	22.0718	8.17694	0.0210628	26.5553	0.0350026	0.0470878	337.293	341.679	0.000380243	0.000380324	3.88573	345.814	0.0608279	0.000380383	-3.12656e-25	0.000380278	338.931	351.668	0.000380455	7.40014	0.0152439	0.169814	
209.25	3.75625	0.122827	69.6812	22.0573	8.17205	0.0210664	26.5553	0.0349816	0.0470596	337.266	341.58	0.000380238	0.000380312	3.88571	345.665	0.0608341	0.000380368	-2.98222e-25	0.000380269	338.872	351.457	0.000380436	7.40091	0.0152452	0.169834	
209.5	3.75623	0.122832	69.6804	22.0428	8.16717	0.0210701	26.5552	0.0349608	0.0470315	337.24	341.483	0.000380233	0.000380301	3.88569	345.518	0.0608403	0.000380353	-2.80212e-25	0.000380261	338.815	351.248	0.000380419	7.40168	0.0152465	0.169855	
209.75	3.75622	0.122837	69.6796	22.0283	8.1623	0.0210737	26.5552	0.0349403	0.0470035	337.215	341.387	0.000380229	0.000380291	3.88568	345.373	0.0608464	0.00038034	-2.58341e-25	0.000380254	338.758	351.042	0.000380402	7.40246	0.0152478	0.169876	
210	3.7562	0.122841	69.6788	22.0138	8.15743	0.0210773	26.5552	0.03492	0.0469755	337.191	341.293	0.000380226	0.000380281	3.88568	345.23	0.0608526	0.000380327	-2.37051e-25	0.000380248	338.703	350.838	0.000380386	7.40325	0.0152491	0.169896	
210.25	3.75618	0.122846	69.678	21.9993	8.15258	0.0210809	26.5552	0.0348999	0.0469475	337.167	341.2	0.000380223	0.000380273	3.88568	345.088	0.0608587	0.000380315	-2.2447e-25	0.000380242	338.649	350.636	0.000380371	7.40405	0.0152504	0.169917	
210.5	3.75617	0.12285	69.6772	21.9849	8.14774	0.0210845	26.5552	0.03488	0.0469196	337.145	341.108	0.000380222	0.000380265	3.8857	344.948	0.0608648	0.000380305	-2.10641e-25	0.000380238	338.596	350.436	0.000380356	7.40485	0.0152517	0.169937	
210.75	3.75615	0.122855	69.6764	21.9704	8.14291	0.021088	26.5551	0.0348603	0.0468918	337.123	341.018	0.000380221	0.000380258	3.88572	344.81	0.0608709	0.000380294	-1.95578e-25	0.000380234	338.544	350.239	0.000380343	7.40566	0.0152529	0.169958	
211	3.75614	0.12286	69.6756	21.956	8.13808	0.0210916	26.5551	0.0348409	0.046864	337.102	340.929	0.000380221	0.000380252	3.88575	344.674	0.060877	0.000380285	-1.79305e-25	0.000380231	338.493	350.043	0.000380331	7.40648	0.0152542	0.169978	
211.25	3.75612	0.122864	69.6747	21.9416	8.13327	0.0210951	26.5551	0.0348217	0.0468363	337.082	340.841	0.000380222	0.000380247	3.88578	344.539	0.060883	0.000380277	-1.61852e-25	0.000380229	338.443	349.85	0.000380319	7.4073	0.0152555	0.169999	
211.5	3.75611	0.122869	69.6739	21.9271	8.12847	0.0210987	26.5551	0.0348026	0.0468087	337.063	340.755	0.000380223	0.000380242	3.88582	344.406	0.0608891	0.000380269	-1.43254e-25	0.000380227	338.394	349.659	0.000380308	7.40814	0.0152568	0.170019	
211.75	3.75609	0.122873	69.673	21.9127	8.12367	0.0211022	26.5551	0.0347838	0.0467811	337.044	340.671	0.000380225	0.000380239	3.88587	344.275	0.0608951	0.000380263	-1.23552e-25	0.000380226	338.347	349.47	0.000380298	7.40898	0.015258	0.17004	
212	3.75608	0.122878	69.6721	21.8984	8.11889	0.0211057	26.555	0.0347652	0.0467535	337.027	340.587	0.000380228	0.000380236	3.88593	344.145	0.0609011	0.000380257	-1.02797e-25	0.000380226	338.3	349.283	0.000380289	7.40982	0.0152593	0.17006	
212.25	3.75606	0.122882	69.6712	21.884	8.11411	0.0211092	26.555	0.0347468	0.046726	337.01	340.505	0.000380232	0.000380234	3.886	344.017	0.060907	0.000380251	-8.10444e-26	0.000380227	338.255	349.098	0.000380281	7.41068	0.0152606	0.170081	
212.5	3.75605	0.122887	69.6703	21.8696	8.10935	0.0211127	26.555	0.0347286	0.0466986	336.994	340.424	0.000380236	0.000380232	3.88607	343.891	0.060913	0.000380247	-5.83576e-26	0.000380229	338.21	348.915	0.000380273	7.41154	0.0152618	0.170101	
212.75	3.75603	0.122891	69.6694	21.8553	8.10459	0.0211162	26.555	0.0347106	0.0466712	336.979	340.345	0.000380241	0.000380232	3.88615	343.766	0.0609189	0.000380244	-3.48081e-26	0.000380231	338.167	348.734	0.000380267	7.4124	0.0152631	0.170122	
213	3.75602	0.122896	69.6684	21.8409	8.09985	0.0211197	26.555	0.0346928	0.0466439	336.964	340.267	0.000380247	0.000380232	3.88623	343.643	0.0609248	0.000380241	-1.04745e-26	0.000380234	338.124	348.556	0.000380261	7.41328	0.0152643	0.170142	
213.25	3.756	0.1229	69.6675	21.8266	8.09511	0.0211232	26.5549	0.0346752	0.0466166	336.951	340.19	0.000380253	0.000380233	3.88633	343.522	0.0609307	0.000380239	1.45562e-26	0.000380238	338.083	348.379	0.000380256	7.41416	0.0152656	0.170163	
213.5	3.75599	0.122904	69.6665	21.8123	8.09038	0.0211266	26.5549	0.0346578	0.0465894	336.938	340.114	0.00038026	0.000380235	3.88643	343.402	0.0609366	0.000380238	4.01889e-26	0.000380242	338.042	348.204	0.000380252	7.41504	0.0152668	0.170183	
213.75	3.75597	0.122909	69.6656	21.798	8.08567	0.0211301	26.5549	0.0346406	0.0465622	336.926	340.04	0.000380268	0.000380237	3.88653	343.284	0.0609425	0.000380237	6.63202e-26	0.000380247	338.003	348.031	0.000380249	7.41594	0.0152681	0.170203	
214	3.75596	0.122913	69.6646	21.7837	8.08096	0.0211335	26.5549	0.0346236	0.0465351	336.915	339.967	0.000380277	0.00038024	3.88664	343.167	0.0609483	0.000380238	9.2838e-26	0.000380253	337.964	347.86	0.000380246	7.41684	0.0152693	0.170224	
214.25	3.75594	0.122918	69.6636	21.7695	8.07626	0.0211369	26.5549	0.0346068	0.046508	336.904	339.895	0.000380286	0.000380244	3.88676	343.052	0.0609541	0.000380239	1.19621e-25	0.00038026	337.927	347.691	0.000380244	7.41774	0.0152705	0.170244	
214.5	3.75593	0.122922	69.6626	21.7552	8.07157	0.0211403	26.5548	0.0345902	0.046481	336.894	339.824	0.000380296	0.000380249	3.88689	342.939	0.0609599	0.00038024	1.4654e-25	0.000380267	337.89	347.524	0.000380243	7.41866	0.0152717	0.170264	
214.75	3.75591	0.122926	69.6616	21.741	8.0669	0.0211437	26.5548	0.0345737	0.0464541	336.885	339.755	0.000380306	0.000380254	3.88702	342.827	0.0609657	0.000380243	1.73455e-25	0.000380275	337.855	347.359	0.000380243	7.41957	0.015273	0.170285	
215	3.7559	0.122931	69.6606	21.7268	8.06223	0.0211471	26.5548	0.0345575	0.0464272	336.877	339.687	0.000380317	0.00038026	3.88716	342.716	0.0609715	0.000380246	2.00217e-25	0.000380284	337.82	347.196	0.000380243	7.4205	0.0152742	0.170305	
215.25	3.75588	0.122935	69.6595	21.7126	8.05757	0.0211505	26.5548	0.0345414	0.0464004	336.869	339.62	0.000380329	0.000380267	3.88731	342.607	0.0609772	0.00038025	2.31645e-25	0.000380293	337.786	347.035	0.000380244	7.42143	0.0152754	0.170325	
215.5	3.75587	0.122939	69.6585	21.6984	8.05292	0.0211538	26.5548	0.0345256	0.0463736	336.863	339.554	0.000380342	0.000380274	3.88746	342.5	0.060983	0.000380255	2.64896e-25	0.000380303	337.754	346.876	0.000380246	7.42236	0.0152766	0.170345	
215.75	3.75585	0.122944	69.6575	21.6842	8.04828	0.0211572	26.5547	0.0345099	0.0463469	336.856	339.489	0.000380355	0.000380282	3.88762	342.394	0.0609887	0.00038026	2.98581e-25	0.000380314	337.722	346.718	0.000380249	7.42331	0.0152778	0.170366	
216	3.75584	0.122948	69.6564	21.6701	8.04365	0.0211605	26.5547	0.0344944	0.0463202	336.851	339.426	0.000380369	0.000380291	3.88778	342.29	0.0609944	0.000380266	3.32595e-25	0.000380325	337.691	346.563	0.000380252	7.42425	0.015279	0.170386	
216.25	3.75582	0.122952	69.6553	21.6559	8.03903	0.0211639	26.5547	0.0344791	0.0462936	336.846	339.364	0.000380383	0.0003803	3.88795	342.187	0.061	0.000380273	3.66826e-25	0.000380337	337.661	346.409	0.000380256	7.42521	0.0152802	0.170406	
216.5	3.75581	0.122956	69.6542	21.6418	8.03442	0.0211672	26.5547	0.034464	0.0462671	336.842	339.303	0.000380398	0.00038031	3.88813	342.085	0.0610057	0.000380281	4.01154e-25	0.000380349	337.632	346.257	0.000380261	7.42617	0.0152814	0.170426	
216.75	3.7558	0.122961	69.6532	21.6277	8.02982	0.0211705	26.5547	0.0344491	0.0462406	336.839	339.243	0.000380414	0.000380321	3.88831	341.985	0.0610113	0.000380289	4.35453e-25	0.000380363	337.604	346.107	0.000380267	7.42713	0.0152826	0.170446	
217	3.75578	0.122965	69.6521	21.6136	8.02523	0.0211738	26.5546	0.0344343	0.0462142	336.837	339.184	0.00038043	0.000380332	3.8885	341.887	0.0610169	0.000380298	4.69588e-25	0.000380377	337.577	345.959	0.000380273	7.4281	0.0152838	0.170466	
217.25	3.75577	0.122969	69.6509	21.5995	8.02065	0.0211771	26.5546	0.0344197	0.0461878	336.835	339.126	0.000380447	0.000380345	3.8887	341.79	0.0610225	0.000380307	5.03416e-25	0.000380391	337.55	345.812	0.00038028	7.42908	0.0152849	0.170487	
217.5	3.75575	0.122973	69.6498	21.5855	8.01608	0.0211804	26.5546	0.0344053	0.0461615	336.833	339.07	0.000380464	0.000380357	3.8889	341.694	0.0610281	0.000380318	5.36788e-25	0.000380406	337.525	345.668	0.000380288	7.43006	0.0152861	0.170507	
217.75	3.75574	0.122977	69.6487	21.5714	8.01152	0.0211836	26.5546	0.0343911	0.0461352	336.833	339.015	0.000380482	0.000380371	3.88911	341.6	0.0610336	0.000380329	5.69545e-25	0.000380422	337.5	345.525	0.000380296	7.43104	0.0152873	0.170527	
218	3.75572	0.122981	69.6476	21.5574	8.00697	0.0211869	26.5546	0.034377	0.046109	336.833	338.96	0.000380501	0.000380385	3.88932	341.507	0.0610391	0.00038034	6.01521e-25	0.000380438	337.477	345.383	0.000380305	7.43203	0.0152885	0.170547	
218.25	3.75571	0.122986	69.6464	21.5434	8.00242	0.0211901	26.5545	0.0343632	0.0460828	336.834	338.907	0.00038052	0.000380399	3.88954	341.415	0.0610447	0.000380352	6.32542e-25	0.000380455	337.454	345.244	0.000380315	7.43303	0.0152896	0.170567	
218.5	3.7557	0.12299	69.6453	21.5294	7.99789	0.0211934	26.5545	0.0343495	0.0460567	336.835	338.855	0.00038054	0.000380414	3.88976	341.325	0.0610501	0.000380365	6.62423e-25	0.000380473	337.432	345.106	0.000380325	7.43403	0.0152908	0.170587	
218.75	3.75568	0.122994	69.6441	21.5154	7.99337	0.0211966	26.5545	0.0343359	0.0460307	336.837	338.804	0.00038056	0.00038043	3.88999	341.237	0.0610556	0.000380378	6.90974e-25	0.000380491	337.411	344.97	0.000380336	7.43504	0.0152919	0.170607	
219	3.75567	0.122998	69.6429	21.5015	7.98886	0.0211998	26.5545	0.0343226	0.0460047	336.84	338.754	0.000380581	0.000380447	3.89022	341.149	0.0610611	0.000380393	7.17994e-25	0.000380509	337.39	344.836	0.000380348	7.43605	0.0152931	0.170627	
219.25	3.75565	0.123002	69.6417	21.4875	7.98435	0.021203	26.5545	0.0343094	0.0459788	336.843	338.705	0.000380602	0.000380464	3.89046	341.063	0.0610665	0.000380407	7.43273e-25	0.000380529	337.371	344.703	0.00038036	7.43707	0.0152942	0.170647	
219.5	3.75564	0.123006	69.6406	21.4736	7.97986	0.0212062	26.5544	0.0342963	0.0459529	336.847	338.658	0.000380624	0.000380481	3.89071	340.979	0.0610719	0.000380423	7.66593e-25	0.000380549	337.352	344.573	0.000380373	7.43809	0.0152954	0.170667	
219.75	3.75563	0.12301	69.6394	21.4597	7.97538	0.0212094	26.5544	0.0342835	0.0459271	336.852	338.611	0.000380647	0.000380499	3.89096	340.895	0.0610773	0.000380438	7.87725e-25	0.000380569	337.334	344.443	0.000380386	7.43911	0.0152965	0.170687	
220	3.75561	0.123014	69.6381	21.4458	7.9709	0.0212125	26.5544	0.0342708	0.0459013	336.857	338.565	0.00038067	0.000380518	3.89122	340.813	0.0610827	0.000380455	8.06432e-25	0.00038059	337.317	344.316	0.000380401	7.44014	0.0152976	0.170707	
220.25	3.7556	0.123018	69.6369	21.4319	7.96644	0.0212157	26.5544	0.0342582	0.0458756	336.863	338.521	0.000380693	0.000380538	3.89148	340.733	0.061088	0.000380472	8.22467e-25	0.000380611	337.301	344.19	0.000380415	7.44118	0.0152988	0.170727	
220.5	3.75559	0.123022	69.6357	21.4181	7.96199	0.0212188	26.5544	0.0342459	0.04585	336.869	338.477	0.000380717	0.000380558	3.89175	340.653	0.0610934	0.00038049	8.35573e-25	0.000380634	337.285	344.065	0.000380431	7.44222	0.0152999	0.170746	
220.75	3.75557	0.123026	69.6345	21.4042	7.95754	0.021222	26.5543	0.0342336	0.0458244	336.876	338.434	0.000380742	0.000380578	3.89202	340.575	0.0610987	0.000380508	8.45484e-25	0.000380656	337.271	343.943	0.000380447	7.44326	0.015301	0.170766	
221	3.75556	0.12303	69.6332	21.3904	7.95311	0.0212251	26.5543	0.0342216	0.0457988	336.884	338.393	0.000380767	0.000380599	3.8923	340.498	0.061104	0.000380527	8.51923e-25	0.000380679	337.257	343.822	0.000380463	7.44431	0.0153021	0.170786	
221.25	3.75555	0.123034	69.632	21.3766	7.94868	0.0212282	26.5543	0.0342097	0.0457734	336.892	338.352	0.000380793	0.000380621	3.89258	340.423	0.0611093	0.000380547	8.54603e-25	0.000380703	337.244	343.702	0.000380481	7.44536	0.0153032	0.170806	
221.5	3.75553	0.123038	69.6307	21.3628	7.94427	0.0212313	26.5543	0.034198	0.0457479	336.901	338.312	0.000380819	0.000380643	3.89287	340.348	0.0611145	0.000380567	8.53227e-25	0.000380727	337.231	343.584	0.000380499	7.44642	0.0153044	0.170826	
221.75	3.75552	0.123042	69.6295	21.3491	7.93986	0.0212344	26.5543	0.0341864	0.0457226	336.91	338.274	0.000380846	0.000380666	3.89316	340.275	0.0611198	0.000380587	8.62449e-25	0.000380752	337.22	343.468	0.000380517	7.44748	0.0153055	0.170846	
222	3.75551	0.123046	69.6282	21.3353	7.93547	0.0212375	26.5542	0.034175	0.0456972	336.92	338.236	0.000380873	0.000380689	3.89345	340.203	0.061125	0.000380608	8.83506e-25	0.000380777	337.209	343.353	0.000380536	7.44854	0.0153066	0.170865	
222.25	3.75549	0.12305	69.6269	21.3216	7.93108	0.0212405	26.5542	0.0341637	0.045672	336.931	338.199	0.000380901	0.000380713	3.89376	340.133	0.0611302	0.00038063	9.04359e-25	0.000380803	337.199	343.24	0.000380555	7.44961	0.0153077	0.170885	
222.5	3.75548	0.123054	69.6256	21.3079	7.9267	0.0212436	26.5542	0.0341526	0.0456468	336.942	338.164	0.000380929	0.000380737	3.89406	340.063	0.0611354	0.000380652	9.25041e-25	0.000380829	337.19	343.128	0.000380576	7.45069	0.0153088	0.170905	
